form	label	len	freq	train_freq	dev_freq	form	form_freq	label	num_labels	label_freq
스코틀랜드	LCP_COUNTRY	5	5	3	2	스코틀랜드	5	LCP_COUNTRY	1	4628
스타워즈	AFA_VIDEO	4	5	5	0	스타워즈	5	AFA_VIDEO	1	2799
스터게스	PS_NAME	4	5	2	3	스터게스	5	PS_NAME	1	21537
스토킹	CV_LAW	3	5	5	0	스토킹	5	CV_LAW	1	1162
스파이	CV_OCCUPATION	3	4	3	1	스파이	5	CV_OCCUPATION	2	4368
스파이	AFA_VIDEO	3	1	1	0	스파이	5	AFA_VIDEO	2	2799
승합차	AF_TRANSPORT	3	5	2	3	승합차	5	AF_TRANSPORT	1	1217
식스센스	AFA_VIDEO	4	5	4	1	식스센스	5	AFA_VIDEO	1	2799
신동빈	PS_NAME	3	5	2	3	신동빈	5	PS_NAME	1	21537
신동호의 시선집중	AFA_VIDEO	9	5	5	0	신동호의 시선집중	5	AFA_VIDEO	1	2799
신유주	PS_NAME	3	5	1	4	신유주	5	PS_NAME	1	21537
심폐소생술	TR_MEDICINE	5	5	5	0	심폐소생술	5	TR_MEDICINE	1	91
시공사	OGG_ECONOMY	3	5	3	2	시공사	5	OGG_ECONOMY	1	2003
신라	LCP_COUNTRY	2	3	3	0	신라	5	LCP_COUNTRY	2	4628
신라	DT_DYNASTY	2	2	2	0	신라	5	DT_DYNASTY	2	34
쓰촨성	LCP_PROVINCE	3	2	2	0	쓰촨성	5	LCP_PROVINCE	3	1100
쓰촨성	LCP_CITY	3	2	2	0	쓰촨성	5	LCP_CITY	3	1768
쓰촨성	LC_OTHERS	3	1	1	0	쓰촨성	5	LC_OTHERS	3	1375
씨엔블루	PS_NAME	4	5	1	4	씨엔블루	5	PS_NAME	1	21537
안중근 의사	PS_NAME	6	5	5	0	안중근 의사	5	PS_NAME	1	21537
앞뒤	TM_DIRECTION	2	5	4	1	앞뒤	5	TM_DIRECTION	1	651
아담샌들러	PS_NAME	5	5	5	0	아담샌들러	5	PS_NAME	1	21537
안내상	PS_NAME	3	5	3	2	안내상	5	PS_NAME	1	21537
안상수	PS_NAME	3	5	3	2	안상수	5	PS_NAME	1	21537
안재욱	PS_NAME	3	5	3	2	안재욱	5	PS_NAME	1	21537
알렉스	PS_NAME	3	2	2	0	알렉스	5	PS_NAME	2	21537
아수라	PS_CHARACTER	3	5	5	0	아수라	5	PS_CHARACTER	1	1027
아시안게임	EV_SPORTS	5	5	5	0	아시안게임	5	EV_SPORTS	1	860
아오이	PS_NAME	3	4	4	0	아오이	5	PS_NAME	2	21537
안철수 의원	PS_NAME	6	5	5	0	안철수 의원	5	PS_NAME	1	21537
아오이	PS_CHARACTER	3	1	1	0	아오이	5	PS_CHARACTER	2	1027
안동	LCP_CITY	2	5	5	0	안동	5	LCP_CITY	1	1768
알렉스	PS_CHARACTER	3	3	2	1	알렉스	5	PS_CHARACTER	2	1027
아우크스부르크	OGG_SPORTS	7	5	5	0	아우크스부르크	5	OGG_SPORTS	1	1017
알코올	MT_CHEMICAL	3	5	2	3	알코올	5	MT_CHEMICAL	1	121
아이패드 에어	AFW_OTHER_PRODUCTS	7	5	5	0	아이패드 에어	5	AFW_OTHER_PRODUCTS	1	376
아저씨	AFA_VIDEO	3	5	0	5	아저씨	5	AFA_VIDEO	1	2799
아침드라마	CV_ART	5	5	5	0	아침드라마	5	CV_ART	1	7666
양현석	PS_NAME	3	5	4	1	양현석	5	PS_NAME	1	21537
어나니머스	OGG_ECONOMY	5	3	3	0	어나니머스	5	OGG_ECONOMY	2	2003
어나니머스	OGG_OTHERS	5	2	2	0	어나니머스	5	OGG_OTHERS	2	591
업무방해	CV_LAW	4	5	5	0	업무방해	5	CV_LAW	1	1162
에네스 카야	PS_NAME	6	5	5	0	에네스 카야	5	PS_NAME	1	21537
에바그린	PS_NAME	4	4	4	0	에바그린	5	PS_NAME	2	21537
에바그린	PS_CHARACTER	4	1	0	1	에바그린	5	PS_CHARACTER	2	1027
에이미 아담스	PS_NAME	7	5	3	2	에이미 아담스	5	PS_NAME	1	21537
엑스맨	AFA_VIDEO	3	5	5	0	엑스맨	5	AFA_VIDEO	1	2799
엘사	PS_CHARACTER	2	4	4	0	엘사	5	PS_CHARACTER	2	1027
엘사	PS_NAME	2	1	1	0	엘사	5	PS_NAME	2	21537
에인트호번	OGG_SPORTS	5	5	4	1	에인트호번	5	OGG_SPORTS	1	1017
에펠탑	AF_CULTURAL_ASSET	3	5	4	1	에펠탑	5	AF_CULTURAL_ASSET	1	107
연말	DT_DURATION	2	5	3	2	연말	5	DT_DURATION	1	1911
연예병사	CV_POSITION	4	5	5	0	연예병사	5	CV_POSITION	1	4600
연준	OGG_POLITICS	2	5	5	0	연준	5	OGG_POLITICS	1	4964
여군	CV_OCCUPATION	2	4	4	0	여군	5	CV_OCCUPATION	2	4368
여군	OGG_MILITARY	2	1	1	0	여군	5	OGG_MILITARY	2	484
연천군	LCP_COUNTY	3	5	2	3	연천군	5	LCP_COUNTY	1	1341
연평도	LCG_ISLAND	3	5	3	2	연평도	5	LCG_ISLAND	1	148
영동고속도로	AF_ROAD	6	5	2	3	영동고속도로	5	AF_ROAD	1	209
영훈국제중	OGG_EDUCATION	5	5	5	0	영훈국제중	5	OGG_EDUCATION	1	491
예술	FD_ART	2	5	1	4	예술	5	FD_ART	1	50
예술영화	CV_ART	4	5	4	1	예술영화	5	CV_ART	1	7666
예진	PS_NAME	2	3	0	3	예진	5	PS_NAME	2	21537
예진	PS_CHARACTER	2	2	0	2	예진	5	PS_CHARACTER	2	1027
온몸	AM_PART	2	5	5	0	온몸	5	AM_PART	1	1021
올레	TMI_SERVICE	2	4	3	1	올레	5	TMI_SERVICE	2	716
오는 10월	DT_MONTH	6	5	5	0	오는 10월	5	DT_MONTH	1	1474
오는 12일	DT_DAY	6	5	5	0	오는 12일	5	DT_DAY	1	5422
오는 19일	DT_DAY	6	5	5	0	오는 19일	5	DT_DAY	1	5422
오는 21일	DT_DAY	6	5	5	0	오는 21일	5	DT_DAY	1	5422
오는 24일	DT_DAY	6	5	1	4	오는 24일	5	DT_DAY	1	5422
오는 5일	DT_DAY	5	5	4	1	오는 5일	5	DT_DAY	1	5422
오늘의 유머	TMI_SERVICE	6	5	5	0	오늘의 유머	5	TMI_SERVICE	1	716
오달수	PS_NAME	3	5	2	3	오달수	5	PS_NAME	1	21537
오로라	PS_CHARACTER	3	1	1	0	오로라	5	PS_CHARACTER	3	1027
오로라	AFA_VIDEO	3	1	1	0	오로라	5	AFA_VIDEO	3	2799
오로라공주	AFA_VIDEO	5	4	4	0	오로라공주	5	AFA_VIDEO	2	2799
오로라공주	PS_NAME	5	1	1	0	오로라공주	5	PS_NAME	2	21537
오전 7시	TI_OTHERS	5	3	3	0	오전 7시	5	TI_OTHERS	2	691
오전 7시	TI_HOUR	5	2	2	0	오전 7시	5	TI_HOUR	2	915
오전까지	TI_OTHERS	4	5	5	0	오전까지	5	TI_OTHERS	1	691
오후 6시께	TI_HOUR	6	5	4	1	오후 6시께	5	TI_HOUR	1	915
올랑드	PS_NAME	3	5	4	1	올랑드	5	PS_NAME	1	21537
오로라	PS_NAME	3	3	3	0	오로라	5	PS_NAME	3	21537
올레	OGG_ECONOMY	2	1	1	0	올레	5	OGG_ECONOMY	2	2003
오사카	LCP_CITY	3	5	3	2	오사카	5	LCP_CITY	1	1768
오페라	CV_ART	3	5	4	1	오페라	5	CV_ART	1	7666
왕세자	CV_POSITION	3	5	5	0	왕세자	5	CV_POSITION	1	4600
왼발	AM_PART	2	4	1	3	왼발	5	AM_PART	2	1021
왼발	TM_SPORTS	2	1	1	0	왼발	5	TM_SPORTS	2	408
외교가	CV_OCCUPATION	3	5	5	0	외교가	5	CV_OCCUPATION	1	4368
외국영화	CV_ART	4	5	5	0	외국영화	5	CV_ART	1	7666
용산	LCP_COUNTY	2	4	2	2	용산	5	LCP_COUNTY	2	1341
용산	OGG_MILITARY	2	1	1	0	용산	5	OGG_MILITARY	2	484
우디앨런	PS_NAME	4	5	4	1	우디앨런	5	PS_NAME	1	21537
우루과이	OGG_SPORTS	4	4	4	0	우루과이	5	OGG_SPORTS	2	1017
운석	MT_ROCK	2	5	5	0	운석	5	MT_ROCK	1	39
우루과이	LCP_COUNTRY	4	1	1	0	우루과이	5	LCP_COUNTRY	2	4628
운전사	CV_OCCUPATION	3	5	5	0	운전사	5	CV_OCCUPATION	1	4368
원정경기	EV_SPORTS	4	4	2	2	원정경기	5	EV_SPORTS	2	860
원정경기	TM_SPORTS	4	1	0	1	원정경기	5	TM_SPORTS	2	408
웨슬리 스나입스	PS_NAME	8	5	5	0	웨슬리 스나입스	5	PS_NAME	1	21537
윌리엄스	PS_NAME	4	5	5	0	윌리엄스	5	PS_NAME	1	21537
윌스미스	PS_NAME	4	5	5	0	윌스미스	5	PS_NAME	1	21537
위스키	CV_DRINK	3	5	2	3	위스키	5	CV_DRINK	1	175
위안화	CV_CURRENCY	3	5	5	0	위안화	5	CV_CURRENCY	1	23
유승민	PS_NAME	3	5	4	1	유승민	5	PS_NAME	1	21537
유시진 대위	PS_CHARACTER	6	5	3	2	유시진 대위	5	PS_CHARACTER	1	1027
유엔 안보리	OGG_OTHERS	6	5	4	1	유엔 안보리	5	OGG_OTHERS	1	591
유엔 안전보장이사회	OGG_OTHERS	10	5	4	1	유엔 안전보장이사회	5	OGG_OTHERS	1	591
유전자 검사	TR_MEDICINE	6	5	5	0	유전자 검사	5	TR_MEDICINE	1	91
육	PS_NAME	1	3	3	0	육	5	PS_NAME	2	21537
윤모	PS_NAME	2	5	4	1	윤모	5	PS_NAME	1	21537
윤발	PS_NAME	2	5	3	2	윤발	5	PS_NAME	1	21537
윤봉길	PS_NAME	3	5	4	1	윤봉길	5	PS_NAME	1	21537
윤정수	PS_NAME	3	5	4	1	윤정수	5	PS_NAME	1	21537
유느님	PS_NAME	3	5	0	5	유느님	5	PS_NAME	1	21537
유승옥	PS_NAME	3	5	5	0	유승옥	5	PS_NAME	1	21537
유정	PS_CHARACTER	2	3	2	1	유정	5	PS_CHARACTER	2	1027
유정	PS_NAME	2	2	2	0	유정	5	PS_NAME	2	21537
육	OGG_MILITARY	1	2	2	0	육	5	OGG_MILITARY	2	484
윤석열	PS_NAME	3	5	5	0	윤석열	5	PS_NAME	1	21537
유족	CV_RELATION	2	3	3	0	유족	5	CV_RELATION	2	1813
유족	CV_ART	2	2	2	0	유족	5	CV_ART	2	7666
은주	PS_NAME	2	5	2	3	은주	5	PS_NAME	1	21537
은희	PS_CHARACTER	2	3	3	0	은희	5	PS_CHARACTER	3	1027
은희	PS_NAME	2	1	1	0	은희	5	PS_NAME	3	21537
은희	AFA_VIDEO	2	1	1	0	은희	5	AFA_VIDEO	3	2799
음성	LCP_COUNTY	2	5	3	2	음성	5	LCP_COUNTY	1	1341
응답하라 1994	AFA_VIDEO	9	5	2	3	응답하라 1994	5	AFA_VIDEO	1	2799
의료법	CV_LAW	3	5	4	1	의료법	5	CV_LAW	1	1162
의정부시	LCP_CITY	4	4	2	2	의정부시	5	LCP_CITY	2	1768
의정부시	OGG_POLITICS	4	1	1	0	의정부시	5	OGG_POLITICS	2	4964
이 부회장	PS_NAME	5	5	5	0	이 부회장	5	PS_NAME	1	21537
이국주	PS_NAME	3	5	5	0	이국주	5	PS_NAME	1	21537
이규혁	PS_NAME	3	5	5	0	이규혁	5	PS_NAME	1	21537
이동국	PS_NAME	3	5	5	0	이동국	5	PS_NAME	1	21537
이미숙	PS_NAME	3	5	0	5	이미숙	5	PS_NAME	1	21537
이보영	PS_NAME	3	5	4	1	이보영	5	PS_NAME	1	21537
이서진	PS_NAME	3	5	5	0	이서진	5	PS_NAME	1	21537
이연복 셰프	PS_NAME	6	5	4	1	이연복 셰프	5	PS_NAME	1	21537
이재현	PS_NAME	3	5	4	1	이재현	5	PS_NAME	1	21537
이종인	PS_NAME	3	5	4	1	이종인	5	PS_NAME	1	21537
이주영	PS_NAME	3	5	3	2	이주영	5	PS_NAME	1	21537
인디아나 존스	AFA_VIDEO	7	5	4	1	인디아나 존스	5	AFA_VIDEO	1	2799
인민군	OGG_MILITARY	3	5	5	0	인민군	5	OGG_MILITARY	1	484
인터폴	OGG_POLITICS	3	3	3	0	인터폴	5	OGG_POLITICS	2	4964
인터폴	OGG_LAW	3	2	1	1	인터폴	5	OGG_LAW	2	501
임창용	PS_NAME	3	5	5	0	임창용	5	PS_NAME	1	21537
이병	CV_POSITION	2	5	4	1	이병	5	CV_POSITION	1	4600
이상순	PS_NAME	3	5	5	0	이상순	5	PS_NAME	1	21537
이완	PS_NAME	2	5	5	0	이완	5	PS_NAME	1	21537
이종격투기	CV_SPORTS	5	5	4	1	이종격투기	5	CV_SPORTS	1	328
작년 말	DT_YEAR	4	5	4	1	작년 말	5	DT_YEAR	1	2426
장기하	PS_NAME	3	5	2	3	장기하	5	PS_NAME	1	21537
장백지	PS_NAME	3	5	0	5	장백지	5	PS_NAME	1	21537
장병	CV_POSITION	2	5	5	0	장병	5	CV_POSITION	1	4600
장하나	PS_NAME	3	5	2	3	장하나	5	PS_NAME	1	21537
장학우	PS_NAME	3	5	2	3	장학우	5	PS_NAME	1	21537
재국	PS_NAME	2	5	4	1	재국	5	PS_NAME	1	21537
잭 니콜슨	PS_NAME	5	5	5	0	잭 니콜슨	5	PS_NAME	1	21537
잭블랙	PS_NAME	3	4	4	0	잭블랙	5	PS_NAME	2	21537
잭블랙	PS_CHARACTER	3	1	1	0	잭블랙	5	PS_CHARACTER	2	1027
재난영화	CV_ART	4	5	3	2	재난영화	5	CV_ART	1	7666
적시타	TM_SPORTS	3	5	5	0	적시타	5	TM_SPORTS	1	408
전병헌	PS_NAME	3	5	5	0	전병헌	5	PS_NAME	1	21537
전작권	CV_LAW	3	5	4	1	전작권	5	CV_LAW	1	1162
전효성	PS_NAME	3	5	5	0	전효성	5	PS_NAME	1	21537
절반 이상	QT_PERCENTAGE	5	5	3	2	절반 이상	5	QT_PERCENTAGE	1	757
정경호	PS_NAME	3	5	0	5	정경호	5	PS_NAME	1	21537
정보위원회	OGG_POLITICS	5	5	4	1	정보위원회	5	OGG_POLITICS	1	4964
정부서울청사	AF_BUILDING	6	5	5	0	정부서울청사	5	AF_BUILDING	1	655
정유미	PS_NAME	3	5	3	2	정유미	5	PS_NAME	1	21537
정청래	PS_NAME	3	5	5	0	정청래	5	PS_NAME	1	21537
저먼윙스	OGG_ECONOMY	4	5	5	0	저먼윙스	5	OGG_ECONOMY	1	2003
전남 순천	LCP_CITY	5	5	5	0	전남 순천	5	LCP_CITY	1	1768
정부조직법	CV_LAW	5	5	5	0	정부조직법	5	CV_LAW	1	1162
정장	CV_CLOTHING	2	5	5	0	정장	5	CV_CLOTHING	1	209
제네시스	AF_TRANSPORT	4	5	4	1	제네시스	5	AF_TRANSPORT	1	1217
제니퍼	PS_NAME	3	5	4	1	제니퍼	5	PS_NAME	1	21537
조선중앙TV	OGG_MEDIA	6	5	4	1	조선중앙TV	5	OGG_MEDIA	1	1276
조성진	PS_NAME	3	5	4	1	조성진	5	PS_NAME	1	21537
조직위	OGG_OTHERS	3	5	5	0	조직위	5	OGG_OTHERS	1	591
조진웅	PS_NAME	3	5	0	5	조진웅	5	PS_NAME	1	21537
존쿠삭	PS_NAME	3	5	0	5	존쿠삭	5	PS_NAME	1	21537
조세호	PS_NAME	3	5	0	5	조세호	5	PS_NAME	1	21537
조한선	PS_NAME	3	5	0	5	조한선	5	PS_NAME	1	21537
준결승	EV_SPORTS	3	5	2	3	준결승	5	EV_SPORTS	1	860
중동호흡기증후군	TMM_DISEASE	8	5	3	2	중동호흡기증후군	5	TMM_DISEASE	1	361
중앙선거관리위원회	OGG_POLITICS	9	5	5	0	중앙선거관리위원회	5	OGG_POLITICS	1	4964
중앙선관위	OGG_POLITICS	5	5	4	1	중앙선관위	5	OGG_POLITICS	1	4964
중앙지법	OGG_LAW	4	5	4	1	중앙지법	5	OGG_LAW	1	501
주연배우	CV_POSITION	4	5	3	2	주연배우	5	CV_POSITION	1	4600
주자	CV_SPORTS_POSITION	2	5	2	3	주자	5	CV_SPORTS_POSITION	1	146
주지사	CV_POSITION	3	5	4	1	주지사	5	CV_POSITION	1	4600
중국어	CV_LANGUAGE	3	5	5	0	중국어	5	CV_LANGUAGE	1	60
증거인멸	CV_LAW	4	5	5	0	증거인멸	5	CV_LAW	1	1162
짐 캐리	PS_NAME	4	5	4	1	짐 캐리	5	PS_NAME	1	21537
지동원	PS_NAME	3	5	5	0	지동원	5	PS_NAME	1	21537
지리산	LCG_MOUNTAIN	3	5	5	0	지리산	5	LCG_MOUNTAIN	1	90
지효	PS_NAME	2	5	5	0	지효	5	PS_NAME	1	21537
직원	CV_POSITION	2	5	2	3	직원	5	CV_POSITION	1	4600
진도 팽목항	LC_OTHERS	6	5	3	2	진도 팽목항	5	LC_OTHERS	1	1375
지난 1일부터	DT_OTHERS	7	5	3	2	지난 1일부터	5	DT_OTHERS	1	1709
지난 2003년	DT_YEAR	8	5	4	1	지난 2003년	5	DT_YEAR	1	2426
지난 2006년	DT_YEAR	8	5	2	3	지난 2006년	5	DT_YEAR	1	2426
지난 2008년	DT_YEAR	8	5	4	1	지난 2008년	5	DT_YEAR	1	2426
지난 2014년	DT_YEAR	8	5	5	0	지난 2014년	5	DT_YEAR	1	2426
지난달 18일	DT_OTHERS	7	5	3	2	지난달 18일	5	DT_OTHERS	1	1709
지난달 8일	DT_OTHERS	6	5	4	1	지난달 8일	5	DT_OTHERS	1	1709
지난달 초	DT_MONTH	5	5	5	0	지난달 초	5	DT_MONTH	1	1474
집행유예 2년	CV_LAW	7	5	3	2	집행유예 2년	5	CV_LAW	1	1162
짱구	PS_CHARACTER	2	5	3	2	짱구	5	PS_CHARACTER	1	1027
찰스	PS_NAME	2	4	4	0	찰스	5	PS_NAME	2	21537
찰스	PS_CHARACTER	2	1	1	0	찰스	5	PS_CHARACTER	2	1027
챔피언스리그	EV_SPORTS	6	5	4	1	챔피언스리그	5	EV_SPORTS	1	860
천만	QT_MAN_COUNT	2	5	5	0	천만	5	QT_MAN_COUNT	1	2254
천우희	PS_NAME	3	5	3	2	천우희	5	PS_NAME	1	21537
천주교	OGG_RELIGION	3	5	4	1	천주교	5	OGG_RELIGION	1	104
청바지	CV_CLOTHING	3	5	5	0	청바지	5	CV_CLOTHING	1	209
체코	LCP_COUNTRY	2	5	3	2	체코	5	LCP_COUNTRY	1	4628
초콜릿	CV_FOOD	3	5	4	1	초콜릿	5	CV_FOOD	1	402
최 회장	PS_NAME	4	5	3	2	최 회장	5	PS_NAME	1	21537
최고위원회의	EV_OTHERS	6	5	5	0	최고위원회의	5	EV_OTHERS	1	981
최태원	PS_NAME	3	5	5	0	최태원	5	PS_NAME	1	21537
최현석	PS_NAME	3	5	5	0	최현석	5	PS_NAME	1	21537
축구대표팀	OGG_SPORTS	5	5	3	2	축구대표팀	5	OGG_SPORTS	1	1017
추석 연휴	DT_DURATION	5	5	4	1	추석 연휴	5	DT_DURATION	1	1911
축구 선수	CV_OCCUPATION	5	5	4	1	축구 선수	5	CV_OCCUPATION	1	4368
치매	TMM_DISEASE	2	5	5	0	치매	5	TMM_DISEASE	1	361
친척	CV_RELATION	2	5	5	0	친척	5	CV_RELATION	1	1813
카카오스토리	TMI_SERVICE	6	5	4	1	카카오스토리	5	TMI_SERVICE	1	716
카톡	TMI_SERVICE	2	5	5	0	카톡	5	TMI_SERVICE	1	716
케리	PS_NAME	2	5	0	5	케리	5	PS_NAME	1	21537
케리 장관	PS_NAME	5	5	0	5	케리 장관	5	PS_NAME	1	21537
케빈 코스트너	PS_NAME	7	5	4	1	케빈 코스트너	5	PS_NAME	1	21537
케이블	OGG_MEDIA	3	5	0	5	케이블	5	OGG_MEDIA	1	1276
코	AM_PART	1	5	5	0	코	5	AM_PART	1	1021
코오롱그룹	OGG_ECONOMY	5	5	5	0	코오롱그룹	5	OGG_ECONOMY	1	2003
콘크리트	MT_CHEMICAL	4	5	5	0	콘크리트	5	MT_CHEMICAL	1	121
크리스탈	PS_NAME	4	4	3	1	크리스탈	5	PS_NAME	2	21537
클린턴	PS_NAME	3	5	5	0	클린턴	5	PS_NAME	1	21537
크레용팝	PS_NAME	4	5	5	0	크레용팝	5	PS_NAME	1	21537
크리스탈	PS_CHARACTER	4	1	1	0	크리스탈	5	PS_CHARACTER	2	1027
크림	LCP_PROVINCE	2	3	3	0	크림	5	LCP_PROVINCE	3	1100
크림	OGG_POLITICS	2	1	1	0	크림	5	OGG_POLITICS	3	4964
크림	LCG_BAY	2	1	1	0	크림	5	LCG_BAY	3	49
큰 딸	CV_RELATION	3	5	4	1	큰 딸	5	CV_RELATION	1	1813
키아누 리브스	PS_NAME	7	5	5	0	키아누 리브스	5	PS_NAME	1	21537
타오	PS_NAME	2	4	2	2	타오	5	PS_NAME	2	21537
타오	PS_CHARACTER	2	1	1	0	타오	5	PS_CHARACTER	2	1027
탈레반	OGG_MILITARY	3	5	4	1	탈레반	5	OGG_MILITARY	1	484
타임스퀘어	LC_OTHERS	5	3	2	1	타임스퀘어	5	LC_OTHERS	2	1375
타임스퀘어	AF_BUILDING	5	2	1	1	타임스퀘어	5	AF_BUILDING	2	655
테디	PS_NAME	2	4	3	1	테디	5	PS_NAME	2	21537
테디	PS_CHARACTER	2	1	1	0	테디	5	PS_CHARACTER	2	1027
텔레그래프	OGG_MEDIA	5	5	4	1	텔레그래프	5	OGG_MEDIA	1	1276
토르	PS_CHARACTER	2	5	3	2	토르	5	PS_CHARACTER	1	1027
통영	LCP_CITY	2	5	4	1	통영	5	LCP_CITY	1	1768
토이스토리	AFA_VIDEO	5	5	4	1	토이스토리	5	AFA_VIDEO	1	2799
토토가	AFA_VIDEO	3	5	5	0	토토가	5	AFA_VIDEO	1	2799
트와이스	PS_NAME	4	5	5	0	트와이스	5	PS_NAME	1	21537
특파원	CV_OCCUPATION	3	5	4	1	특파원	5	CV_OCCUPATION	1	4368
판교	LCP_COUNTY	2	5	5	0	판교	5	LCP_COUNTY	1	1341
팔도	OGG_FOOD	2	3	3	0	팔도	5	OGG_FOOD	2	178
팔도	OGG_ECONOMY	2	2	2	0	팔도	5	OGG_ECONOMY	2	2003
팽	PS_NAME	1	5	4	1	팽	5	PS_NAME	1	21537
푸이그	PS_NAME	3	5	4	1	푸이그	5	PS_NAME	1	21537
프리메라리가	EV_SPORTS	6	3	2	1	프리메라리가	5	EV_SPORTS	2	860
프리메라리가	OGG_SPORTS	6	2	2	0	프리메라리가	5	OGG_SPORTS	2	1017
피부	AM_PART	2	5	5	0	피부	5	AM_PART	1	1021
피아니스트	CV_OCCUPATION	5	5	5	0	피아니스트	5	CV_OCCUPATION	1	4368
피터팬	PS_CHARACTER	3	4	0	4	피터팬	5	PS_CHARACTER	2	1027
피터팬	AFA_VIDEO	3	1	0	1	피터팬	5	AFA_VIDEO	2	2799
한 마디	QT_COUNT	4	5	5	0	한 마디	5	QT_COUNT	1	3399
한 방	QT_COUNT	3	5	4	1	한 방	5	QT_COUNT	1	3399
한 번쯤	QT_COUNT	4	5	3	2	한 번쯤	5	QT_COUNT	1	3399
한 여자	QT_MAN_COUNT	4	5	5	0	한 여자	5	QT_MAN_COUNT	1	2254
한 인간	QT_MAN_COUNT	4	5	5	0	한 인간	5	QT_MAN_COUNT	1	2254
한 인물	QT_MAN_COUNT	4	5	5	0	한 인물	5	QT_MAN_COUNT	1	2254
한 잔	QT_COUNT	3	5	5	0	한 잔	5	QT_COUNT	1	3399
한 장면	QT_COUNT	4	5	5	0	한 장면	5	QT_COUNT	1	3399
한 컷	QT_COUNT	3	5	5	0	한 컷	5	QT_COUNT	1	3399
한경직	PS_NAME	3	5	5	0	한경직	5	PS_NAME	1	21537
한겨레신문	OGG_MEDIA	5	5	3	2	한겨레신문	5	OGG_MEDIA	1	1276
한국 드라마	CV_ART	6	5	5	0	한국 드라마	5	CV_ART	1	7666
한국 선수	CV_OCCUPATION	5	5	4	1	한국 선수	5	CV_OCCUPATION	1	4368
한국드라마	CV_ART	5	5	5	0	한국드라마	5	CV_ART	1	7666
한그루	PS_NAME	3	5	5	0	한그루	5	PS_NAME	1	21537
한장	QT_COUNT	2	5	4	1	한장	5	QT_COUNT	1	3399
한자리	QT_COUNT	3	5	5	0	한자리	5	QT_COUNT	1	3399
하나둘	QT_COUNT	3	5	5	0	하나둘	5	QT_COUNT	1	3399
하나뿐	QT_COUNT	3	5	5	0	하나뿐	5	QT_COUNT	1	3399
한장면	QT_COUNT	3	5	5	0	한장면	5	QT_COUNT	1	3399
하마스	OGG_MILITARY	3	5	5	0	하마스	5	OGG_MILITARY	1	484
하울	PS_CHARACTER	2	5	5	0	하울	5	PS_CHARACTER	1	1027
한달	DT_DURATION	2	5	5	0	한달	5	DT_DURATION	1	1911
한양대	OGG_EDUCATION	3	5	4	1	한양대	5	OGG_EDUCATION	1	491
하루 만	DT_DURATION	4	5	5	0	하루 만	5	DT_DURATION	1	1911
함정	AF_TRANSPORT	2	5	4	1	함정	5	AF_TRANSPORT	1	1217
해	LC_SPACE	1	3	1	2	해	5	LC_SPACE	2	72
해	OGG_MILITARY	1	2	2	0	해	5	OGG_MILITARY	2	484
해리슨포드	PS_NAME	5	5	5	0	해리슨포드	5	PS_NAME	1	21537
해수부	OGG_POLITICS	3	5	3	2	해수부	5	OGG_POLITICS	1	4964
허태열	PS_NAME	3	5	4	1	허태열	5	PS_NAME	1	21537
현아	PS_NAME	2	5	5	0	현아	5	PS_NAME	1	21537
현우	PS_NAME	2	5	5	0	현우	5	PS_NAME	1	21537
혼외아들	CV_RELATION	4	5	4	1	혼외아들	5	CV_RELATION	1	1813
홈경기	EV_SPORTS	3	5	4	1	홈경기	5	EV_SPORTS	1	860
홍상수감독	PS_NAME	5	5	5	0	홍상수감독	5	PS_NAME	1	21537
홍성진	PS_NAME	3	5	5	0	홍성진	5	PS_NAME	1	21537
홍정호	PS_NAME	3	5	5	0	홍정호	5	PS_NAME	1	21537
황교안	PS_NAME	3	5	3	2	황교안	5	PS_NAME	1	21537
황교안 법무부 장관	PS_NAME	10	5	3	2	황교안 법무부 장관	5	PS_NAME	1	21537
화천	LCP_COUNTY	2	5	3	2	화천	5	LCP_COUNTY	1	1341
후계자	AFA_VIDEO	3	5	5	0	후계자	5	AFA_VIDEO	1	2799
후손	CV_RELATION	2	5	4	1	후손	5	CV_RELATION	1	1813
64	QT_AGE	2	4	3	1	64	4	QT_AGE	1	1336
66	QT_AGE	2	4	4	0	66	4	QT_AGE	1	1336
67	QT_AGE	2	4	3	1	67	4	QT_AGE	1	1336
71	QT_AGE	2	3	0	3	71	4	QT_AGE	2	1336
71	TI_OTHERS	2	1	1	0	71	4	TI_OTHERS	2	691
73	QT_AGE	2	4	3	1	73	4	QT_AGE	1	1336
74	QT_AGE	2	4	4	0	74	4	QT_AGE	1	1336
1000m	QT_LENGTH	5	4	3	1	1000m	4	QT_LENGTH	1	287
100번	QT_COUNT	4	4	4	0	100번	4	QT_COUNT	1	3399
100프로	QT_PERCENTAGE	5	4	3	1	100프로	4	QT_PERCENTAGE	1	757
10년 이상	DT_DURATION	6	4	1	3	10년 이상	4	DT_DURATION	1	1911
10년후	DT_OTHERS	4	4	4	0	10년후	4	DT_OTHERS	1	1709
10도	QT_TEMPERATURE	3	4	4	0	10도	4	QT_TEMPERATURE	1	177
10번이상	QT_COUNT	5	4	3	1	10번이상	4	QT_COUNT	1	3399
10여년전	DT_OTHERS	5	4	3	1	10여년전	4	DT_OTHERS	1	1709
10장	QT_COUNT	3	4	3	1	10장	4	QT_COUNT	1	3399
119구급대	OGG_POLITICS	6	4	4	0	119구급대	4	OGG_POLITICS	1	4964
